brand,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(cc),max_power(bhp),seats,selling_price
Renault,2018,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5.0,535000
Renault,2018,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5.0,500000
Maruti,2016,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,434999
Tata,2018,55000,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,4.0,250000
Hyundai,2014,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0,700000
BMW,2010,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,5.0,1100000
Volkswagen,2012,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5.0,900000
Maruti,2015,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,425000
Mercedes-Benz,2011,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,1600000
Ford,2013,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0,325000
Isuzu,2019,10000,Diesel,Individual,Automatic,First Owner,13.8,2999.0,174.57,7.0,2700000
Ford,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,950000
Tata,2019,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,1140000
Tata,2017,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,980000
Jeep,2017,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5.0,1920000
Volkswagen,2020,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5.0,808000
Maruti,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,550000
Maruti,2010,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,215000
Ford,2016,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,512000
Maruti,2011,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,215000
Skoda,2012,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,500000
Skoda,2015,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,700000
Tata,2012,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,525000
Mahindra,2011,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,550000
Maruti,2016,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,750000
Maruti,2017,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,395000
Hyundai,2017,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,675000
Hyundai,2008,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,140000
Mahindra,2011,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,430000
Jaguar,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2711000
Lexus,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000
Jaguar,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000
Tata,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000
Volvo,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000
Toyota,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000
Maruti,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000
Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000
Honda,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000
Toyota,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000
Maruti,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000
Toyota,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000
Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000
Hyundai,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000
BMW,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000
BMW,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000
Honda,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000
Skoda,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000
Volvo,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000
Toyota,2011,167000,Petrol,Individual,Manual,First Owner,17.572727272727274,1415.0,94.08363636363637,5.0,270000
Toyota,2011,167000,Petrol,Individual,Manual,First Owner,17.572727272727274,1415.0,94.08363636363637,5.0,270000
Maruti,2014,10000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,300000
Chevrolet,2013,68000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,355000
Maruti,2015,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,180000
Tata,2013,70000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,280000
Tata,2011,70000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5.0,250000
Tata,2007,50000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0,125000
Maruti,2006,80000,Diesel,Individual,Manual,First Owner,24.774488888888893,1246.1422222222222,79.36571111111112,5.0,150000
Hyundai,2006,60898,Petrol,Individual,Manual,First Owner,18.918515981735208,1151.7397260273972,78.41783105022859,5.0,95000
Maruti,2018,29700,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,810000
Hyundai,2018,20000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0,671000
Maruti,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,295000
Maruti,2017,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,850000
Maruti,2013,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,409999
Maruti,2015,90000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,600000
Mahindra,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,600000
Maruti,2012,60000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,220000
Maruti,2013,56000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,550000
Mahindra,2014,50000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,650000
Mahindra,2014,50000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,9.0,655000
Tata,2006,74000,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,7.0,130000
Renault,2014,123000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,400000
Maruti,2007,60000,Petrol,Individual,Manual,Third Owner,18.417500000000008,986.301724137931,60.766896551724194,5.0,250000
Maruti,2009,54000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,155000
Tata,2013,50000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,250000
Hyundai,2014,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,400000
Datsun,2019,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,500000
Hyundai,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,565000
Ford,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,900000
Mahindra,2017,120000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,650000
Mahindra,2013,45000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,600000
Maruti,2018,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,800000
Hyundai,2015,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,575000
Ford,2016,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0,550000
Maruti,2011,80000,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5.0,190000
Ford,2017,37000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,750000
Maruti,2018,22000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,625000
Hyundai,2018,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,799000
Maruti,2013,57000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,300000
Maruti,2017,27000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,850000
Chevrolet,2012,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,130000
Maruti,2011,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,229999
Maruti,2015,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,400000
Mahindra,2018,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,900000
Mahindra,2015,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,800000
Hyundai,2015,43000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,250999
Tata,2011,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0,250000
Fiat,2009,100000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5.0,100000
Maruti,2016,64000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,450000
Renault,2017,96000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,575000
Renault,2013,96000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0,400000
Maruti,2019,7600,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,480000
Maruti,2019,7000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,490000
Tata,2007,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,150000
Tata,2017,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,600000
Hyundai,2015,50000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,500000
Tata,2015,80000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,425000
Hyundai,2003,200000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,108000
Toyota,2015,190000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,1030000
Maruti,2015,34000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,360000
Volkswagen,2012,80000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5.0,290000
Maruti,2011,72000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,400000
Maruti,2003,20000,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5.0,70000
Tata,2012,70000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.8,7.0,320000
Ford,2019,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,975000
Honda,2019,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,1227000
Hyundai,2014,29340,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,755000
Ford,2011,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,215000
Toyota,2011,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,735000
Hyundai,2007,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,190000
Toyota,2014,80800,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,1365000
Honda,2018,24265,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,675000
Maruti,2014,81000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0,438999
Renault,2015,240000,Diesel,Individual,Manual,First Owner,19.98,1461.0,108.5,7.0,550000
Maruti,2013,35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,409999
Renault,2019,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,350000
Chevrolet,2012,49000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,135000
Toyota,2016,56900,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8.0,1490000
Maruti,2014,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,520000
Maruti,2010,180000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,315000
Maruti,2010,50000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,235000
Hyundai,2005,50000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,80500
Maruti,2013,88200,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,375000
Maruti,2006,93000,Petrol,Individual,Manual,Second Owner,16.1,1197.0,85.0,5.0,189000
Honda,2017,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,550000
Ford,2011,110000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,260000
Maruti,2016,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248.0,74.0,5.0,650000
Maruti,2013,80000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,480000
Hyundai,2016,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,700000
Maruti,2015,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,650000
Hyundai,2015,48000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,1300000
Volkswagen,2016,97000,Diesel,Individual,Automatic,First Owner,16.96,1968.0,138.03,5.0,1350000
Volkswagen,2016,60000,Diesel,Individual,Automatic,First Owner,22.15,1498.0,108.6,5.0,1000000
Mercedes-Benz,2011,110000,Diesel,Individual,Automatic,Third Owner,0.0,2987.0,165.0,5.0,1700000
Toyota,2018,12800,Petrol,Individual,Automatic,First Owner,17.8,1496.0,105.5,5.0,1080000
Hyundai,2012,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,170000
Maruti,2017,49000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,610000
Maruti,2014,25000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,350000
Maruti,2016,65000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,260000
Fiat,2015,20000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.7,5.0,700000
Volkswagen,2018,17000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,678000
Maruti,2015,15000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,800000
Toyota,2014,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.04,5.0,400000
Hyundai,2010,49000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,300000
Hyundai,2016,29000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,520000
Nissan,2017,55000,Diesel,Individual,Automatic,First Owner,19.61,1461.0,108.5,5.0,850000
Maruti,2015,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,300000
Honda,2010,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,350000
Maruti,1999,100000,LPG,Individual,Manual,Fourth & Above Owner,15.57,1061.0,57.5,5.0,70000
Maruti,2019,10000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,892000
Fiat,2012,70000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,92.0,5.0,285000
Hyundai,2012,60000,LPG,Individual,Manual,First Owner,17.28,1086.0,68.05,5.0,300000
Maruti,2016,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,620000
Maruti,2017,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,750000
Maruti,2016,35000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,270000
Maruti,2014,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,560000
Hyundai,2012,40000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,300000
Hyundai,2012,40000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,300000
Hyundai,2018,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,570000
Tata,2011,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,220000
Maruti,2012,99000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,260000
Maruti,2019,7500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,600000
Tata,2015,60000,Petrol,Individual,Manual,First Owner,23.9,624.0,37.48,4.0,80000
Hyundai,2016,40800,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,300000
Tata,2015,70000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,300000
Mahindra,2016,100000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,400000
Maruti,2016,8588,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,550000
Honda,2019,40000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,1200000
Ford,2015,60000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,500000
Maruti,2005,80000,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5.0,93000
Honda,2014,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,500000
Toyota,2018,150000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,670000
Toyota,2012,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,750000
Maruti,2017,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,370000
Maruti,2012,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,100000
Hyundai,2016,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,425000
Toyota,2006,305000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,370000
Toyota,2012,158500,Diesel,Individual,Manual,Third Owner,14.227894736842108,2341.2631578947367,102.08736842105263,8.0,400000
Tata,2009,212000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,229999
Maruti,2016,35000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,850000
Mahindra,2018,22000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0,750000
Tata,2010,50000,Diesel,Individual,Manual,First Owner,10.71,1948.0,90.0,14.0,235000
Honda,2017,70000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,700000
Hyundai,2016,56000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,480000
Tata,2016,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,475000
Skoda,2015,120000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,610000
Toyota,2011,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,650000
Honda,2017,70000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,800000
Tata,2015,120000,Diesel,Individual,Manual,First Owner,11.57,2179.0,138.1,7.0,520000
Tata,2014,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,160000
Maruti,2018,70000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,1000000
Maruti,2015,120000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,700000
Honda,2017,70000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,590000
Maruti,2002,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,140000
Mahindra,2017,100000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,725000
Toyota,2017,157000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,1680000
Maruti,2015,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,550000
Maruti,2012,90000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,240000
Chevrolet,2013,65000,Diesel,Individual,Manual,First Owner,14.6,2231.0,184.0,7.0,667000
Honda,2017,50000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,670000
Maruti,2015,110000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,550000
Maruti,2015,30000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,400000
Hyundai,2014,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,545000
Maruti,2015,70000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,599000
Hyundai,2016,100000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,725000
Honda,2015,120000,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0,525000
Maruti,2011,85000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,204999
Skoda,2012,110000,Diesel,Individual,Manual,First Owner,21.0,1199.0,75.0,5.0,190000
Hyundai,2015,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120.0,70.0,5.0,310000
Hyundai,2016,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,380000
Maruti,2012,110000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,204000
Hyundai,2018,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,350000
Volkswagen,2013,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,350000
Ford,2012,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,175000
Volkswagen,2011,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,340000
Honda,2017,35000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,950000
Honda,2017,35000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,894999
Tata,2014,101200,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,350000
Tata,2005,90000,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,5.0,100000
Maruti,2016,76000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,550000
Tata,2004,60000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0,100000
Mahindra,2016,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,800000
Mahindra,2013,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,525000
Tata,2008,179150,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,500000
Maruti,2003,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,42000
Maruti,2009,160000,Petrol,Individual,Manual,Third Owner,17.5,1197.0,85.8,5.0,190000
Maruti,2019,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,694000
Mahindra,2016,120000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,861999
Honda,2017,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,650000
Maruti,2011,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,310000
Maruti,2013,97000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,360000
Maruti,2011,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,240000
Mahindra,2012,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140.0,7.0,500000
Toyota,2010,100000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,475000
Maruti,2007,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,100000
Maruti,2009,110000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,200000
Toyota,2006,264000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,430000
Mahindra,2010,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112.0,7.0,245000
Maruti,2014,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,450000
Maruti,2017,51146,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,800000
Maruti,2011,40000,Petrol,Individual,Manual,First Owner,21.1,1197.0,85.8,5.0,215000
Maruti,2017,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,760000
Volkswagen,2015,80000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,416000
Maruti,2011,120000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,195000
Maruti,2017,23000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,325000
Maruti,2010,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,145000
Maruti,2018,23000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,675000
Maruti,2016,30000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,340000
Tata,2011,50000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5.0,340000
Maruti,2014,40000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5.0,260000
Maruti,2015,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,300000
Maruti,2007,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,75000
Tata,2011,80000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,350000
Maruti,2019,15000,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,1000000
Tata,2010,150000,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5.0,170000
Maruti,2018,40000,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.8,5.0,600000
Honda,2010,25000,Petrol,Individual,Automatic,First Owner,16.8,1497.0,118.0,5.0,800000
Force,2018,120000,Diesel,Individual,Manual,Second Owner,17.0,2650.0,80.84,7.0,850000
Mahindra,2014,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,980000
Ford,2011,298000,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141.0,7.0,850000
Tata,2012,270000,Diesel,Individual,Manual,Third Owner,14.07,2956.0,68.4,7.0,340000
Maruti,2018,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248.0,88.5,5.0,900000
Maruti,2010,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,310000
Maruti,2013,60000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.8,7.0,600000
Maruti,2008,149000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,270000
Hyundai,2019,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,509999
Tata,2013,70000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,225000
Hyundai,2015,55000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,280000
Tata,2016,100000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,490000
Mahindra,2013,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,440000
